"","species","les","Length","Diet.Class.1","Diet.Class.2","Diet.Class.3","Home.Range","Schooling","Level","Activity","period","depth.group","haul","total","vul","resilience","mean.tmp","min.tmp","max.tmp","range.tmp"
"8952","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","98",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8953","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","40",4,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8954","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2000","M","67",10,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8955","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","278",128,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8956","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","171",29,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8957","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","40",41,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8958","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","206",38,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8959","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","52",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8960","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","217",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8961","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","201",94,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8962","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","289",44,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8963","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","144",4,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8964","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","117",7,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8965","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","161",9,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8966","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2000","M","77",8,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8967","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","210",8,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8968","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","154",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8969","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","262",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8970","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","140",23,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8971","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","98",49,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8972","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","156",25,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8973","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","269",7,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8974","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","76",5,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8975","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","286",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8976","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","37",64,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8977","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","51",5,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8978","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","181",9,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8979","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","53",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8980","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","208",6,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8981","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","102",4,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8982","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","145",41,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8983","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","24",92,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8984","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2000","M","74",21,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8985","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","104",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8986","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","63",15,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8987","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","241",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8988","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","237",4,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8989","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","103",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8990","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","106",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8991","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","43",16,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8992","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","290",15,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8993","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","MD","150",84,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8994","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","101",10,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8995","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","308",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8996","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2000","M","51",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8997","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","71",5,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8998","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","264",5,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"8999","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","49",7,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9000","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","8",13,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9001","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","288",6,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9002","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","D","235",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9003","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","219",172,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9004","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","13",327,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9005","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","203",40,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9006","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","137",5,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9007","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","283",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9008","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","25",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9009","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","199",108,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9010","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","199",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9011","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","119",8,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9012","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","D","272",55,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9013","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","209",11,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9014","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","15",58,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9015","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","180",36,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9016","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","D","271",34,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9017","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","218",6,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9018","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","184",3,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9019","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","47",21,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9020","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","20",53,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9021","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","53",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9022","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","12",21,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9023","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","MD","267",6,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9024","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","220",336,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9025","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","MD","209",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9026","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","62",17,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9027","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","184",30,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9028","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","49",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9029","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","194",8,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9030","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","SM","149",77,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9031","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2000","M","9",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9032","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","192",7,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9033","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","153",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9034","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","63",7,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9035","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","54",25,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9036","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","D","25",50,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9037","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","299",30,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9038","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","27",152,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9039","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","31",3,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9040","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","140",9,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9041","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","277",17,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9042","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","29",24,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9043","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","D","102",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9044","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","216",151,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9045","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","9",3,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9046","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","45",2,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9047","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","28",36,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9048","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2000","M","40",20,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9049","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","28",157,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9050","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","72",3,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9051","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","145",10,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9052","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","8",23,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9053","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","65",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9054","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","269",9,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9055","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","6",3,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9056","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","S","187",3,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9057","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","135",3,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9058","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","197",113,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9059","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","176",4,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9060","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2000","M","17",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9061","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","M","205",10,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9062","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","2008-12","M","204",92,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9063","Upeneus moluccensis",1,"20","C","C","","W","M","L","D","1990-4","S","22",1,22,"high",27.0433881382835,12.9779996871948,34.8499984741211,17.55299949646
"9064","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","113",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9065","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","145",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9066","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","18",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9067","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","43",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9068","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","241",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9069","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","235",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9070","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","83",12,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9071","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","64",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9072","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","104",12,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9073","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","108",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9074","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","191",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9075","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","64",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9076","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","76",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9077","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","222",23,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9078","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","174",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9079","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","289",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9080","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","274",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9081","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","43",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9082","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","162",26,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9083","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","277",18,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9084","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","53",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9085","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","257",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9086","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","70",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9087","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","221",64,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9088","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","244",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9089","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","141",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9090","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","42",6,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9091","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","269",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9092","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","303",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9093","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","46",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9094","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","44",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9095","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","263",24,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9096","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","82",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9097","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","72",24,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9098","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","38",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9099","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","313",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9100","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","51",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9101","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","1",5,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9102","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","217",8,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9103","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","146",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9104","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","55",10,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9105","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","157",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9106","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","S","104",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9107","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","283",2,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9108","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","262",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9109","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","D","220",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9110","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","196",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9111","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","229",19,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9112","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","100",144,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9113","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","21",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9114","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","182",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9115","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","53",8,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9116","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","6",36,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9117","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","M","117",4,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9118","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","137",8,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9119","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","35",12,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9120","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","252",22,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9121","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","S","183",3,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9122","Upeneus pori",1,"19","C","C","","W","L","L","B","2000","S","56",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9123","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","12",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9124","Upeneus pori",1,"19","C","C","","W","L","L","B","1990-4","MD","267",1,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
"9125","Upeneus pori",1,"19","C","C","","W","L","L","B","2008-12","M","63",7,28,"medium",27.2365511646421,17.1599998474121,33.4099998474121,13.0649995803833
