CruiseNo,CruiseDate,DraggingSessionID,DraggingSessionCode,StartTime,EndTime,StartLat(N),StartLon(E),Lat(N),Lon(E),BottomDepth(Fathom),Species,NumberOfIndividuals,TotalWeight
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Trachurus mediterraneus,1,12.9
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Engraulis encrasicolus,3,11.3
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Serranus hepatus,1,2.6
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Serranus cabrilla,1,3.3
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Blennius ocellaris,1,9.3
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,,2,21.7
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Dentex gibbosus,4,139.5
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Nemipterus randalli,2,124.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Spicara maena,9,43.7
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Pagellus erythrinus,669,11220
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Dentex maroccanus,57,686.2
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Macrorhamphosus scolopax,1,3.8
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Zeus faber,12,659.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Spicara maena,13,88.5
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Dentex gibbosus,4,125.8
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Nemipterus randalli,4,177.5
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Pagellus erythrinus,312,5210
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Dentex maroccanus,62,824.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Serranus hepatus,63,533.9
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Serranus cabrilla,5,89.9
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Lepidotrigla cavillone,6,67.3
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Synodus saurus,1,77.8
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Apogon smithi,1,27.5
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Citharus linguatula,15,209.2
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Cynoglossus sinusarabici,1,17.7
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Leiognathus klunzingeri,2,4
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Callionymus filamentosus,1,6.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Scomber japonicus,3,134.7
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Trachurus mediterraneus,1,91.9
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Mullus surmuletus,14,438
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Upeneus moluccensis,26,879.7
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Mullus barbatus,60,3200
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Serranus hepatus,1,9.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Uranoscopus scaber,2,164.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Pagellus erythrinus,2,54.7
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Conger conger,1,349.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Upeneus moluccensis,1,29
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Scomber japonicus,,40.8
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Stephanolepis diaspros,1,35.7
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,,1,8.2
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Citharus linguatula,1,9
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Spicara maena,2,8.2
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Scomber japonicus,4,138.4
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Engraulis encrasicolus,63,275.1
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,,162,2358.4
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Sardina pilchardus,215,2227.5
23,29-Oct-13,68,70B,00-Jan-00,00-Jan-00,3149455,3428811,3140717,3422584,38,Raja miraletus,1,181.1
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Mullus barbatus,30,1854.7
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Pagellus erythrinus,233,5000
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Dentex macrophthalmus,49,470.9
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Spicara maena,1,15.3
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Merluccius merluccius,1,73.6
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Sardina pilchardus,1,8.2
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Citharus linguatula,23,420.9
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Arnoglossus sp.,2,8.1
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Deltentosteus quadrimaculatus,7,25.7
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Macrorhamphosus scolopax,42,172.9
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Lepidotrigla cavillone,66,804.3
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Serranus hepatus,99,695.6
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Dentex maroccanus,130,1966.5
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Nemipterus randalli,1,34.4
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Pagellus acarne,2,24.4
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Boops boops,2,35.8
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Engraulis encrasicolus,1,3.8
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Raja clavata,2,2995
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Pagellus erythrinus,151,3280
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Dentex maroccanus,86,1239.4
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Pagellus acarne,1,14.7
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Spicara maena,1,8.5
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Dentex macrophthalmus,15,144.9
23,29-Oct-13,69,100B,00-Jan-00,00-Jan-00,3143212,3428811,3150963,3426764,60,Uranoscopus scaber,1,52.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Trachurus mediterraneus,61,383.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Decapterus russelli,1,6.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,13,116.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Buglossidium luteum,1,2.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Arnoglossus sp.,1,1.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Bothus podas,12,139.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,3,15.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,1150,6690
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Leiognathus klunzingeri,28,93.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Bothus podas,1,1.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Stephanolepis diaspros,21,259.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,16,51.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,5,8.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Trachurus mediterraneus,113,620.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,13,113.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,300,5530
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lithognathus mormyrus,2,24.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,300,5450
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,1,13.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus erythrinus,1,13.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,150,2790
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,1204,7060
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,2,27.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,2,6.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,2,12.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Leiognathus klunzingeri,3,8.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,1,1.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus erythrinus,12,183.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lithognathus mormyrus,1,21.1
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Saurida undosquamis,1,5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Leiognathus klunzingeri,133,557.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,590,3210
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lagocephalus suezensis,5,119
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Bothus podas,9,88.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Torquigener flavimaculosus,5,30.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Xyrichthys novacula,12,220.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Raja miraletus,1,2.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,27,183.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Stephanolepis diaspros,10,185.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,4,48.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,1,1.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Synodus saurus,5,90.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Saurida undosquamis,18,469.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Leiognathus klunzingeri,5,23.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Decapterus russelli,1,27.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Trachurus mediterraneus,350,2750
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Spicara maena,1,14.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,60,744.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,2,8.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lithognathus mormyrus,1,15.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,11,71.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Alepes djedaba,1,8.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,19,149.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,37,214.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,39,264.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,11,57.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Spicara maena,2,28.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Decapterus russelli,3,105.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Stephanolepis diaspros,22,427
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Sardinella aurita,10,246.1
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,9,109.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Bothus podas,2,6.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Decapterus russelli,9,684.1
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Spicara maena,12,143.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,70,415.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Sardinella aurita,5,107.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Leiognathus klunzingeri,82,400.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus moluccensis,11,145.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Platycephalus indicus,2,345.19
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,400,2220
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,8,71.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Fistularia commersonii,2,92.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Synodus saurus,5,37.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,10,47.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,264,1410
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Trachurus mediterraneus,24,157.1
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Cynoglossus sinusarabici,1,3.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Spicara maena,3,35.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lithognathus mormyrus,2,26.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,49,275.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Boops boops,1,18.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Saurida undosquamis,2,22.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Torquigener flavimaculosus,3,11.3
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lagocephalus suezensis,1,40.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Decapterus russelli,3,124.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Leiognathus klunzingeri,59,246.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,49,258
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,16,85.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus erythrinus,1,1.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Dasyatis pastinaca,3,2971
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Spicara maena,5,70.6
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Epinephelus aeneus,1,156.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,42,608.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,14,94.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lithognathus mormyrus,10,142.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,2,20.1
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Xyrichthys novacula,5,113.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Bothus podas,9,123.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Solea solea,1,30.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lagocephalus sceleratus,4,822.5
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Lagocephalus suezensis,2,83.2
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Torquigener flavimaculosus,3,15.4
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Trachurus mediterraneus,147,1230
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Upeneus pori,3206,30850
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagrus caeruleostictus,4,49.9
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Pagellus acarne,187,516.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Scomber japonicus,,198.1
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Sardinella aurita,4,129.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Decapterus russelli,12,542.8
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Leiognathus klunzingeri,4,13.7
24,27-Apr-14,70,15A,00-Jan-00,00-Jan-00,3148113,3437205,3140242,3431651,8,Engraulis encrasicolus,16,90.8
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Saurida undosquamis,100,5940
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Synodus saurus,8,551.3
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Saurida undosquamis,56,2700
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Nemipterus randalli,42,2150
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Upeneus moluccensis,12,182.2
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Upeneus pori,1,7.4
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Lithognathus mormyrus,1,50.5
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Torquigener flavimaculosus,4,39.5
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Upeneus pori,1,19.1
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Lepidotrigla cavillone,3,44.2
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Boops boops,77,4050
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Spicara maena,1,17.7
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Trachurus mediterraneus,24,421.2
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Lagocephalus spadiceus,2,251
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Pagellus erythrinus,1,70.7
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Boops boops,231,5850
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Serranus hepatus,11,124
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Raja clavata,1,291
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Sardinella aurita,4,144.8
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Diplodus annularis,5,163.8
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Apogon fasciatus,10,97.1
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Apogon smithi,1,4.5
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Pagellus acarne,4,98.9
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Nemipterus randalli,2,18.2
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Spicara maena,43,1287.5
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Saurida undosquamis,1,48
24,27-Apr-14,71,40A,00-Jan-00,00-Jan-00,3142073,3427342,3150510,3433698,22,Apogon fasciatus,1,15.8
25,29-Apr-14,72,70A,00-Jan-00,00-Jan-00,3149380,3428611,3140795,3422415,38,Nemipterus randalli,5,24.9
25,29-Apr-14,72,70A,00-Jan-00,00-Jan-00,3149380,3428611,3140795,3422415,38,Saurida undosquamis,5,37
25,29-Apr-14,72,70A,00-Jan-00,00-Jan-00,3149380,3428611,3140795,3422415,38,Lepidotrigla cavillone,33,445.3
25,29-Apr-14,72,70A,00-Jan-00,00-Jan-00,3149380,3428611,3140795,3422415,38,Uranoscopus scaber,2,126.6
25,29-Apr-14,72,70A,00-Jan-00,00-Jan-00,3149380,3428611,3140795,3422415,38,Trachurus trachurus,227,971
